,Id,SalePrice
0,1461,137046.3068714934
1,1462,160303.17028213732
2,1463,175073.165151838
3,1464,189740.82069468
4,1465,194589.10047616865
5,1466,170955.73046170277
6,1467,169565.16844076882
7,1468,162821.4755664847
8,1469,175073.165151838
9,1470,137911.5294286798
10,1471,203138.9910111554
11,1472,103819.34103046141
12,1473,106989.59415365987
13,1474,151689.88978896762
14,1475,144440.19764731394
15,1476,362590.2522544586
16,1477,255009.24553917642
17,1478,302461.48885520006
18,1479,292619.73120885505
19,1480,501316.84383376467
20,1481,298163.14916825533
21,1482,208455.4904946017
22,1483,170955.73046170277
23,1484,175073.165151838
24,1485,175073.165151838
25,1486,194589.10047616865
26,1487,324057.8585321515
27,1488,227487.79973602892
28,1489,194589.10047616865
29,1490,210945.70508631048
30,1491,191984.6689745886
31,1492,101425.59343040526
32,1493,189740.82069468
33,1494,292619.73120885505
34,1495,260462.00597519163
35,1496,226355.82581140476
36,1497,191984.6689745886
37,1498,168257.3240213658
38,1499,168257.3240213658
39,1500,151689.88978896762
40,1501,169565.16844076882
41,1502,168257.3240213658
42,1503,292619.73120885505
43,1504,227487.79973602892
44,1505,210183.13825939872
45,1506,192345.25219626003
46,1507,226355.82581140476
47,1508,194589.10047616865
48,1509,169565.16844076882
49,1510,149799.9651100627
50,1511,149799.9651100627
51,1512,170955.73046170277
52,1513,149799.9651100627
53,1514,160303.17028213732
54,1515,192345.25219626003
55,1516,168257.3240213658
56,1517,154172.43356464512
57,1518,137911.5294286798
58,1519,210183.13825939872
59,1520,144440.19764731394
60,1521,144440.19764731394
61,1522,169565.16844076882
62,1523,112299.51264238867
63,1524,132027.04867562908
64,1525,132027.04867562908
65,1526,134659.37389606782
66,1527,109570.04315560222
67,1528,137911.5294286798
68,1529,150852.18026476336
69,1530,170955.73046170277
70,1531,112299.51264238867
71,1532,114879.96164433101
72,1533,144440.19764731394
73,1534,129640.11570020349
74,1535,151689.88978896762
75,1536,124730.60185561367
76,1537,96269.92935369838
77,1538,175073.165151838
78,1539,227487.79973602892
79,1540,106735.51191913406
80,1541,145277.9071715182
81,1542,144440.19764731394
82,1543,213189.55336621907
83,1544,96269.92935369838
84,1545,115126.3010583332
85,1546,132027.04867562908
86,1547,137911.5294286798
87,1548,137911.5294286798
88,1549,129640.11570020349
89,1550,144440.19764731394
90,1551,129640.11570020349
91,1552,144440.19764731394
92,1553,151689.88978896762
93,1554,114879.96164433101
